week_end,week_label,market,investor,basis,sales,purchases,balance
2025-03-14,2025年3月第2週,二市場,都銀・地銀等,金額,46522.322,19899.992,-26622.33
2025-03-14,2025年3月第2週,二市場,金融機関,金額,494283.521,508771.948,14488.427
2025-03-14,2025年3月第2週,東証グロース,その他法人等,金額,750.512,884.259,133.747
2025-03-14,2025年3月第2週,東証グロース,その他金融機関,金額,44.015,15.559,-28.456
2025-03-14,2025年3月第2週,東証グロース,事業法人,金額,8161.005,7548.505,-612.5
2025-03-14,2025年3月第2週,東証グロース,信託銀行,金額,2844.298,3845.093,1000.795
2025-03-14,2025年3月第2週,東証グロース,個人,金額,500078.309,510218.237,10139.928
2025-03-14,2025年3月第2週,東証グロース,委託計,金額,955429.938,951352.567,-4077.371
2025-03-14,2025年3月第2週,東証グロース,投資信託,金額,3721.039,3993.825,272.786
2025-03-14,2025年3月第2週,東証グロース,法人,金額,15605.615,16317.694,712.079
2025-03-14,2025年3月第2週,東証グロース,海外投資家,金額,434488.194,419385.764,-15102.43
2025-03-14,2025年3月第2週,東証グロース,生保・損保,金額,60.162,30.453,-29.709
2025-03-14,2025年3月第2週,東証グロース,総計,金額,993553.1,993521.726,-31.374
2025-03-14,2025年3月第2週,東証グロース,自己計,金額,38123.162,42169.159,4045.997
2025-03-14,2025年3月第2週,東証グロース,証券会社,金額,5257.82,5430.872,173.052
2025-03-14,2025年3月第2週,東証グロース,都銀・地銀等,金額,24.584,0.0,-24.584
2025-03-14,2025年3月第2週,東証グロース,金融機関,金額,2973.059,3891.105,918.046
2025-03-14,2025年3月第2週,東証スタンダード,その他法人等,金額,3500.76,4187.846,687.086
2025-03-14,2025年3月第2週,東証スタンダード,その他金融機関,金額,125.839,442.323,316.484
2025-03-14,2025年3月第2週,東証スタンダード,事業法人,金額,7031.727,11814.141,4782.414
2025-03-14,2025年3月第2週,東証スタンダード,信託銀行,金額,8354.392,3178.73,-5175.662
2025-03-14,2025年3月第2週,東証スタンダード,個人,金額,287827.941,290038.871,2210.93
2025-03-14,2025年3月第2週,東証スタンダード,委託計,金額,667377.347,658887.409,-8489.938
2025-03-14,2025年3月第2週,東証スタンダード,投資信託,金額,10892.967,3316.238,-7576.729
2025-03-14,2025年3月第2週,東証スタンダード,法人,金額,32040.545,22945.83,-9094.715
2025-03-14,2025年3月第2週,東証スタンダード,海外投資家,金額,343537.051,342019.232,-1517.819
2025-03-14,2025年3月第2週,東証スタンダード,生保・損保,金額,1131.23,6.552,-1124.678
2025-03-14,2025年3月第2週,東証スタンダード,総計,金額,702487.366,698435.465,-4051.901
2025-03-14,2025年3月第2週,東証スタンダード,自己計,金額,35110.019,39548.056,4438.037
2025-03-14,2025年3月第2週,東証スタンダード,証券会社,金額,3971.81,3883.476,-88.334
2025-03-14,2025年3月第2週,東証スタンダード,都銀・地銀等,金額,1003.63,0.0,-1003.63
2025-03-14,2025年3月第2週,東証スタンダード,金融機関,金額,10615.091,3627.605,-6987.486
2025-03-14,2025年3月第2週,東証プライム,その他法人等,金額,61282.077,60067.823,-1214.254
2025-03-14,2025年3月第2週,東証プライム,その他金融機関,金額,19313.049,40927.084,21614.035
2025-03-14,2025年3月第2週,東証プライム,事業法人,金額,364907.029,458109.462,93202.433
2025-03-14,2025年3月第2週,東証プライム,信託銀行,金額,350702.368,410448.332,59745.964
2025-03-14,2025年3月第2週,東証プライム,個人,金額,5648896.961,5505856.492,-143040.469
2025-03-14,2025年3月第2週,東証プライム,委託計,金額,23890315.393,23004091.963,-886223.43
2025-03-14,2025年3月第2週,東証プライム,投資信託,金額,383003.673,306917.085,-76086.588
2025-03-14,2025年3月第2週,東証プライム,法人,金額,1289868.077,1326345.047,36476.97
2025-03-14,2025年3月第2週,東証プライム,海外投資家,金額,16847012.096,16054850.964,-792161.132
2025-03-14,2025年3月第2週,東証プライム,生保・損保,金額,65167.905,29975.269,-35192.636
2025-03-14,2025年3月第2週,東証プライム,総計,金額,26481806.151,26467212.709,-14593.442
2025-03-14,2025年3月第2週,東証プライム,自己計,金額,2591490.758,3463120.746,871629.988
2025-03-14,2025年3月第2週,東証プライム,証券会社,金額,104538.259,117039.46,12501.201
2025-03-14,2025年3月第2週,東証プライム,都銀・地銀等,金額,45491.976,19899.992,-25591.984
2025-03-14,2025年3月第2週,東証プライム,金融機関,金額,480675.298,501250.677,20575.379
2025-03-21,2025年3月第3週,二市場,その他法人等,金額,60678.804,48959.8,-11719.004
2025-03-21,2025年3月第3週,二市場,その他金融機関,金額,24202.858,27007.882,2805.024
2025-03-21,2025年3月第3週,二市場,事業法人,金額,454656.565,499610.423,44953.858
2025-03-21,2025年3月第3週,二市場,信託銀行,金額,396499.137,320916.289,-75582.848
2025-03-21,2025年3月第3週,二市場,個人,金額,6111416.863,5638482.085,-472934.778
2025-03-21,2025年3月第3週,二市場,委託計,金額,21403484.871,20994228.06,-409256.811
2025-03-21,2025年3月第3週,二市場,投資信託,金額,409042.45,280496.742,-128545.708
2025-03-21,2025年3月第3週,二市場,法人,金額,1440343.345,1252063.823,-188279.522
2025-03-21,2025年3月第3週,二市場,海外投資家,金額,13693775.711,13954920.218,261144.507
2025-03-21,2025年3月第3週,二市場,生保・損保,金額,17699.012,8735.753,-8963.259
2025-03-21,2025年3月第3週,二市場,総計,金額,23894084.482,23925260.848,31176.366
2025-03-21,2025年3月第3週,二市場,自己計,金額,2490599.611,2931032.788,440433.177
2025-03-21,2025年3月第3週,二市場,証券会社,金額,157948.952,148761.934,-9187.018
2025-03-21,2025年3月第3週,二市場,都銀・地銀等,金額,77564.519,66336.934,-11227.585
2025-03-21,2025年3月第3週,二市場,金融機関,金額,515965.526,422996.858,-92968.668
2025-03-21,2025年3月第3週,東証グロース,その他法人等,金額,1997.156,835.931,-1161.225
2025-03-21,2025年3月第3週,東証グロース,その他金融機関,金額,253.208,28.944,-224.264
2025-03-21,2025年3月第3週,東証グロース,事業法人,金額,6240.284,8010.243,1769.959
2025-03-21,2025年3月第3週,東証グロース,信託銀行,金額,2227.204,2067.129,-160.075
2025-03-21,2025年3月第3週,東証グロース,個人,金額,391575.643,381379.31,-10196.333
2025-03-21,2025年3月第3週,東証グロース,委託計,金額,708782.648,709638.716,856.068
2025-03-21,2025年3月第3週,東証グロース,投資信託,金額,2902.643,2175.263,-727.38
2025-03-21,2025年3月第3週,東証グロース,法人,金額,13762.134,13376.113,-386.021
2025-03-21,2025年3月第3週,東証グロース,海外投資家,金額,298816.02,310501.578,11685.558
2025-03-21,2025年3月第3週,東証グロース,生保・損保,金額,65.56,229.036,163.476
2025-03-21,2025年3月第3週,東証グロース,総計,金額,739499.224,739514.741,15.517
2025-03-21,2025年3月第3週,東証グロース,自己計,金額,30716.576,29876.025,-840.551
2025-03-21,2025年3月第3週,東証グロース,証券会社,金額,4628.851,4381.715,-247.136
2025-03-21,2025年3月第3週,東証グロース,都銀・地銀等,金額,76.079,29.567,-46.512
2025-03-21,2025年3月第3週,東証グロース,金融機関,金額,2622.051,2354.676,-267.375
2025-03-21,2025年3月第3週,東証スタンダード,その他法人等,金額,1477.172,2117.612,640.44
2025-03-21,2025年3月第3週,東証スタンダード,その他金融機関,金額,76.546,542.463,465.917
2025-03-21,2025年3月第3週,東証スタンダード,事業法人,金額,9684.652,12034.607,2349.955
2025-03-21,2025年3月第3週,東証スタンダード,信託銀行,金額,4468.626,3632.802,-835.824
2025-03-21,2025年3月第3週,東証スタンダード,個人,金額,282665.467,265372.51,-17292.957
2025-03-21,2025年3月第3週,東証スタンダード,委託計,金額,584126.234,587113.195,2986.961
2025-03-21,2025年3月第3週,東証スタンダード,投資信託,金額,4287.143,2327.753,-1959.39
2025-03-21,2025年3月第3週,東証スタンダード,法人,金額,21583.713,21329.662,-254.051
2025-03-21,2025年3月第3週,東証スタンダード,海外投資家,金額,275953.565,297904.229,21950.664
2025-03-21,2025年3月第3週,東証スタンダード,生保・損保,金額,448.117,402.118,-45.999
2025-03-21,2025年3月第3週,東証スタンダード,総計,金額,609310.686,618802.061,9491.375
2025-03-21,2025年3月第3週,東証スタンダード,自己計,金額,25184.452,31688.866,6504.414
2025-03-21,2025年3月第3週,東証スタンダード,証券会社,金額,3923.489,2506.794,-1416.695
2025-03-21,2025年3月第3週,東証スタンダード,都銀・地銀等,金額,1141.457,272.307,-869.15
2025-03-21,2025年3月第3週,東証スタンダード,金融機関,金額,6134.746,4849.69,-1285.056
2025-03-21,2025年3月第3週,東証プライム,その他法人等,金額,57191.921,45966.297,-11225.624
2025-03-21,2025年3月第3週,東証プライム,その他金融機関,金額,23498.02,26436.474,2938.454
2025-03-21,2025年3月第3週,東証プライム,事業法人,金額,438677.322,479536.834,40859.512
2025-03-21,2025年3月第3週,東証プライム,信託銀行,金額,389801.275,315214.068,-74587.207
2025-03-21,2025年3月第3週,東証プライム,個人,金額,5436194.528,4991004.962,-445189.566
2025-03-21,2025年3月第3週,東証プライム,委託計,金額,20109085.817,19696009.091,-413076.726
2025-03-21,2025年3月第3週,東証プライム,投資信託,金額,401845.887,275992.845,-125853.042
2025-03-21,2025年3月第3週,東証プライム,法人,金額,1404530.212,1217286.177,-187244.035
2025-03-21,2025年3月第3週,東証プライム,海外投資家,金額,13118988.683,13346264.103,227275.42
2025-03-21,2025年3月第3週,東証プライム,生保・損保,金額,17171.771,8104.599,-9067.172
2025-03-21,2025年3月第3週,東証プライム,総計,金額,22543762.693,22565437.543,21674.85
2025-03-21,2025年3月第3週,東証プライム,自己計,金額,2434676.876,2869428.452,434751.576
2025-03-21,2025年3月第3週,東証プライム,証券会社,金額,149372.394,141453.849,-7918.545
2025-03-21,2025年3月第3週,東証プライム,都銀・地銀等,金額,76344.016,66035.06,-10308.956
2025-03-21,2025年3月第3週,東証プライム,金融機関,金額,506815.082,415790.201,-91024.881
2025-03-28,2025年3月第4週,二市場,その他法人等,金額,51553.471,75236.093,23682.622
2025-03-28,2025年3月第4週,二市場,その他金融機関,金額,24524.7,16111.822,-8412.878
2025-03-28,2025年3月第4週,二市場,事業法人,金額,266934.312,255463.424,-11470.888
2025-03-28,2025年3月第4週,二市場,信託銀行,金額,1019278.353,227566.033,-791712.32
2025-03-28,2025年3月第4週,二市場,個人,金額,6147427.772,6625697.005,478269.233
2025-03-28,2025年3月第4週,二市場,委託計,金額,23181182.345,21791817.54,-1389364.805
2025-03-28,2025年3月第4週,二市場,投資信託,金額,574731.396,392493.831,-182237.565
2025-03-28,2025年3月第4週,二市場,法人,金額,2034802.932,988406.1,-1046396.832
2025-03-28,2025年3月第4週,二市場,海外投資家,金額,14909828.367,14068139.345,-841689.022
2025-03-28,2025年3月第4週,二市場,生保・損保,金額,16349.559,16374.792,25.233
2025-03-28,2025年3月第4週,二市場,総計,金額,25819414.875,25823034.234,3619.359
2025-03-28,2025年3月第4週,二市場,自己計,金額,2638232.53,4031216.694,1392984.164
2025-03-28,2025年3月第4週,二市場,証券会社,金額,89123.274,109575.09,20451.816
2025-03-28,2025年3月第4週,二市場,都銀・地銀等,金額,81431.141,5160.105,-76271.036
2025-03-28,2025年3月第4週,二市場,金融機関,金額,1141583.753,265212.752,-876371.001
2025-03-28,2025年3月第4週,東証グロース,その他法人等,金額,3658.521,1321.734,-2336.787
2025-03-28,2025年3月第4週,東証グロース,その他金融機関,金額,613.096,42.792,-570.304
2025-03-28,2025年3月第4週,東証グロース,事業法人,金額,7934.579,7504.643,-429.936
2025-03-28,2025年3月第4週,東証グロース,信託銀行,金額,2885.321,1880.066,-1005.255
2025-03-28,2025年3月第4週,東証グロース,個人,金額,464860.314,476394.285,11533.971
2025-03-28,2025年3月第4週,東証グロース,委託計,金額,819119.014,820701.588,1582.574
2025-03-28,2025年3月第4週,東証グロース,投資信託,金額,3287.239,3534.682,247.443
2025-03-28,2025年3月第4週,東証グロース,法人,金額,19381.301,14493.77,-4887.531
2025-03-28,2025年3月第4週,東証グロース,海外投資家,金額,330093.482,324436.111,-5657.371
2025-03-28,2025年3月第4週,東証グロース,生保・損保,金額,403.707,104.596,-299.111
2025-03-28,2025年3月第4週,東証グロース,総計,金額,852233.484,851297.737,-935.747
2025-03-28,2025年3月第4週,東証グロース,自己計,金額,33114.47,30596.149,-2518.321
2025-03-28,2025年3月第4週,東証グロース,証券会社,金額,4783.917,5377.422,593.505
2025-03-28,2025年3月第4週,東証グロース,都銀・地銀等,金額,598.838,105.257,-493.581
2025-03-28,2025年3月第4週,東証グロース,金融機関,金額,4500.962,2132.711,-2368.251
2025-03-28,2025年3月第4週,東証スタンダード,その他法人等,金額,1392.225,3951.805,2559.58
2025-03-28,2025年3月第4週,東証スタンダード,その他金融機関,金額,41.88,132.211,90.331
2025-03-28,2025年3月第4週,東証スタンダード,事業法人,金額,9617.168,10235.55,618.382
2025-03-28,2025年3月第4週,東証スタンダード,信託銀行,金額,5569.659,2820.79,-2748.869
2025-03-28,2025年3月第4週,東証スタンダード,個人,金額,322307.732,331756.686,9448.954
2025-03-28,2025年3月第4週,東証スタンダード,委託計,金額,648080.102,646860.14,-1219.962
2025-03-28,2025年3月第4週,東証スタンダード,投資信託,金額,4738.756,3897.646,-841.11
2025-03-28,2025年3月第4週,東証スタンダード,法人,金額,22383.25,21110.85,-1272.4
2025-03-28,2025年3月第4週,東証スタンダード,海外投資家,金額,299381.858,290401.191,-8980.667
2025-03-28,2025年3月第4週,東証スタンダード,生保・損保,金額,371.923,71.706,-300.217
2025-03-28,2025年3月第4週,東証スタンダード,総計,金額,676297.675,681123.669,4825.994
2025-03-28,2025年3月第4週,東証スタンダード,自己計,金額,28217.573,34263.529,6045.956
2025-03-28,2025年3月第4週,東証スタンダード,証券会社,金額,4007.262,3591.413,-415.849
2025-03-28,2025年3月第4週,東証スタンダード,都銀・地銀等,金額,651.639,1.142,-650.497
2025-03-28,2025年3月第4週,東証スタンダード,金融機関,金額,6635.101,3025.849,-3609.252
2025-03-28,2025年3月第4週,東証プライム,その他法人等,金額,46482.271,69877.472,23395.201
2025-03-28,2025年3月第4週,東証プライム,その他金融機関,金額,23869.723,15936.819,-7932.904
2025-03-28,2025年3月第4週,東証プライム,事業法人,金額,249317.426,237689.361,-11628.065
2025-03-28,2025年3月第4週,東証プライム,信託銀行,金額,1010808.845,222862.934,-787945.911
2025-03-28,2025年3月第4週,東証プライム,個人,金額,5359098.15,5816471.456,457373.306
2025-03-28,2025年3月第4週,東証プライム,委託計,金額,21712654.837,20322904.202,-1389750.635
2025-03-28,2025年3月第4週,東証プライム,投資信託,金額,566697.369,385050.526,-181646.843
2025-03-28,2025年3月第4週,東証プライム,法人,金額,1992919.823,952669.306,-1040250.517
2025-03-28,2025年3月第4週,東証プライム,海外投資家,金額,14280317.317,13453179.076,-827138.241
2025-03-28,2025年3月第4週,東証プライム,生保・損保,金額,15566.488,16198.489,632.001
2025-03-28,2025年3月第4週,東証プライム,総計,金額,24289511.383,24289226.901,-284.482
2025-03-28,2025年3月第4週,東証プライム,自己計,金額,2576856.546,3966322.699,1389466.153
2025-03-28,2025年3月第4週,東証プライム,証券会社,金額,80319.547,100584.364,20264.817
2025-03-28,2025年3月第4週,東証プライム,都銀・地銀等,金額,80177.701,5053.705,-75123.996
2025-03-28,2025年3月第4週,東証プライム,金融機関,金額,1130422.757,260051.947,-870370.81
2025-04-04,2025年4月第1週,二市場,その他法人等,金額,52874.762,59811.211,6936.449
2025-04-04,2025年4月第1週,二市場,その他金融機関,金額,33193.543,30338.399,-2855.144
2025-04-04,2025年4月第1週,二市場,事業法人,金額,212040.751,522304.233,310263.482
2025-04-04,2025年4月第1週,二市場,信託銀行,金額,800961.53,606768.601,-194192.929
2025-04-04,2025年4月第1週,二市場,個人,金額,6383151.623,7104081.922,720930.299
2025-04-04,2025年4月第1週,二市場,委託計,金額,27120727.569,28867575.966,1746848.397
2025-04-04,2025年4月第1週,二市場,投資信託,金額,583202.283,833113.973,249911.69
2025-04-04,2025年4月第1週,二市場,法人,金額,1724070.906,2116758.578,392687.672
2025-04-04,2025年4月第1週,二市場,海外投資家,金額,18927925.918,19529051.919,601126.001
2025-04-04,2025年4月第1週,二市場,生保・損保,金額,16964.416,47581.563,30617.147
2025-04-04,2025年4月第1週,二市場,総計,金額,31785595.993,31713174.738,-72421.255
2025-04-04,2025年4月第1週,二市場,自己計,金額,4664868.424,2845598.772,-1819269.652
2025-04-04,2025年4月第1週,二市場,証券会社,金額,85579.122,117683.547,32104.425
2025-04-04,2025年4月第1週,二市場,都銀・地銀等,金額,24833.621,16840.598,-7993.023
2025-04-04,2025年4月第1週,二市場,金融機関,金額,875953.11,701529.161,-174423.949
2025-04-04,2025年4月第1週,東証グロース,その他法人等,金額,1438.433,1523.535,85.102
2025-04-04,2025年4月第1週,東証グロース,その他金融機関,金額,42.99,61.114,18.124
2025-04-04,2025年4月第1週,東証グロース,事業法人,金額,5914.584,7567.39,1652.806
2025-04-04,2025年4月第1週,東証グロース,信託銀行,金額,2247.992,3226.645,978.653
2025-04-04,2025年4月第1週,東証グロース,個人,金額,452367.416,455390.643,3023.227
2025-04-04,2025年4月第1週,東証グロース,委託計,金額,795892.705,800350.565,4457.86
2025-04-04,2025年4月第1週,東証グロース,投資信託,金額,3089.429,4978.309,1888.88
2025-04-04,2025年4月第1週,東証グロース,法人,金額,12797.587,17747.607,4950.02
2025-04-04,2025年4月第1週,東証グロース,海外投資家,金額,325704.783,322587.042,-3117.741
2025-04-04,2025年4月第1週,東証グロース,生保・損保,金額,10.905,388.812,377.907
2025-04-04,2025年4月第1週,東証グロース,総計,金額,830364.106,828819.317,-1544.789
2025-04-04,2025年4月第1週,東証グロース,自己計,金額,34471.401,28468.752,-6002.649
2025-04-04,2025年4月第1週,東証グロース,証券会社,金額,5022.919,4625.273,-397.646
2025-04-04,2025年4月第1週,東証グロース,都銀・地銀等,金額,53.254,1.802,-51.452
2025-04-04,2025年4月第1週,東証グロース,金融機関,金額,2355.141,3678.373,1323.232
2025-04-04,2025年4月第1週,東証スタンダード,その他法人等,金額,891.924,1795.689,903.765
2025-04-04,2025年4月第1週,東証スタンダード,その他金融機関,金額,95.695,456.208,360.513
2025-04-04,2025年4月第1週,東証スタンダード,事業法人,金額,10588.072,16671.609,6083.537
2025-04-04,2025年4月第1週,東証スタンダード,信託銀行,金額,4964.264,3656.287,-1307.977
2025-04-04,2025年4月第1週,東証スタンダード,個人,金額,284802.823,299062.326,14259.503
2025-04-04,2025年4月第1週,東証スタンダード,委託計,金額,642501.723,646116.525,3614.802
2025-04-04,2025年4月第1週,東証スタンダード,投資信託,金額,4111.353,4430.223,318.87
2025-04-04,2025年4月第1週,東証スタンダード,法人,金額,21002.099,27102.924,6100.825
2025-04-04,2025年4月第1週,東証スタンダード,海外投資家,金額,333538.606,315980.623,-17557.983
2025-04-04,2025年4月第1週,東証スタンダード,生保・損保,金額,84.128,52.296,-31.832
2025-04-04,2025年4月第1週,東証スタンダード,総計,金額,680070.93,678835.244,-1235.686
2025-04-04,2025年4月第1週,東証スタンダード,自己計,金額,37569.207,32718.719,-4850.488
2025-04-04,2025年4月第1週,東証スタンダード,証券会社,金額,3158.195,3970.652,812.457
2025-04-04,2025年4月第1週,東証スタンダード,都銀・地銀等,金額,266.663,40.612,-226.051
2025-04-04,2025年4月第1週,東証スタンダード,金融機関,金額,5410.75,4205.403,-1205.347
2025-04-04,2025年4月第1週,東証プライム,その他法人等,金額,50538.066,56477.641,5939.575
2025-04-04,2025年4月第1週,東証プライム,その他金融機関,金額,33054.858,29821.077,-3233.781
2025-04-04,2025年4月第1週,東証プライム,事業法人,金額,195504.307,497988.955,302484.648
2025-04-04,2025年4月第1週,東証プライム,信託銀行,金額,793739.554,599879.063,-193860.491
2025-04-04,2025年4月第1週,東証プライム,個人,金額,5644472.13,6348277.593,703805.463
2025-04-04,2025年4月第1週,東証プライム,委託計,金額,25680711.792,27419544.738,1738832.946
2025-04-04,2025年4月第1週,東証プライム,投資信託,金額,575995.844,823701.62,247705.776
2025-04-04,2025年4月第1週,東証プライム,法人,金額,1690209.587,2071806.754,381597.167
2025-04-04,2025年4月第1週,東証プライム,海外投資家,金額,18268658.883,18890409.369,621750.486
2025-04-04,2025年4月第1週,東証プライム,生保・損保,金額,16865.364,47140.454,30275.09
2025-04-04,2025年4月第1週,東証プライム,総計,金額,30273519.757,30203878.416,-69641.341
2025-04-04,2025年4月第1週,東証プライム,自己計,金額,4592807.965,2784333.678,-1808474.287
2025-04-04,2025年4月第1週,東証プライム,証券会社,金額,77371.192,109051.022,31679.83
2025-04-04,2025年4月第1週,東証プライム,都銀・地銀等,金額,24511.594,16797.944,-7713.65
2025-04-04,2025年4月第1週,東証プライム,金融機関,金額,868171.37,693638.538,-174532.832
2025-04-11,2025年4月第2週,二市場,その他法人等,金額,36857.579,46593.436,9735.857
2025-04-11,2025年4月第2週,二市場,その他金融機関,金額,25841.635,32733.306,6891.671
2025-04-11,2025年4月第2週,二市場,事業法人,金額,229297.051,594684.276,365387.225
2025-04-11,2025年4月第2週,二市場,信託銀行,金額,529589.319,702637.288,173047.969
2025-04-11,2025年4月第2週,二市場,個人,金額,7129714.193,7012002.535,-117711.658
2025-04-11,2025年4月第2週,二市場,委託計,金額,29939030.149,30592936.974,653906.825
2025-04-11,2025年4月第2週,二市場,投資信託,金額,384685.168,453806.972,69121.804
2025-04-11,2025年4月第2週,二市場,法人,金額,1301171.515,1893051.129,591879.614
2025-04-11,2025年4月第2週,二市場,海外投資家,金額,21394225.904,21552454.675,158228.771
2025-04-11,2025年4月第2週,二市場,生保・損保,金額,63054.987,48249.776,-14805.211
2025-04-11,2025年4月第2週,二市場,総計,金額,33998809.066,33979049.662,-19759.404
2025-04-11,2025年4月第2週,二市場,自己計,金額,4059778.917,3386112.688,-673666.229
2025-04-11,2025年4月第2週,二市場,証券会社,金額,113918.537,135428.635,21510.098
2025-04-11,2025年4月第2週,二市場,都銀・地銀等,金額,31845.776,14346.075,-17499.701
2025-04-11,2025年4月第2週,二市場,金融機関,金額,650331.717,797966.445,147634.728
2025-04-11,2025年4月第2週,東証グロース,その他法人等,金額,742.562,768.271,25.709
2025-04-11,2025年4月第2週,東証グロース,その他金融機関,金額,50.566,19.437,-31.129
2025-04-11,2025年4月第2週,東証グロース,事業法人,金額,6152.891,6871.845,718.954
2025-04-11,2025年4月第2週,東証グロース,信託銀行,金額,2215.035,3012.875,797.84
2025-04-11,2025年4月第2週,東証グロース,個人,金額,360608.722,345928.113,-14680.609
2025-04-11,2025年4月第2週,東証グロース,委託計,金額,695154.625,697132.126,1977.501
2025-04-11,2025年4月第2週,東証グロース,投資信託,金額,2923.761,5031.456,2107.695
2025-04-11,2025年4月第2週,東証グロース,法人,金額,12427.481,15887.257,3459.776
2025-04-11,2025年4月第2週,東証グロース,海外投資家,金額,318213.824,331066.07,12852.246
2025-04-11,2025年4月第2週,東証グロース,生保・損保,金額,144.129,183.373,39.244
2025-04-11,2025年4月第2週,東証グロース,総計,金額,728914.487,729036.373,121.886
2025-04-11,2025年4月第2週,東証グロース,自己計,金額,33759.862,31904.247,-1855.615
2025-04-11,2025年4月第2週,東証グロース,証券会社,金額,3904.598,4250.686,346.088
2025-04-11,2025年4月第2週,東証グロース,都銀・地銀等,金額,198.537,0.0,-198.537
2025-04-11,2025年4月第2週,東証グロース,金融機関,金額,2608.267,3215.685,607.418
2025-04-11,2025年4月第2週,東証スタンダード,その他法人等,金額,731.071,1848.341,1117.27
2025-04-11,2025年4月第2週,東証スタンダード,その他金融機関,金額,114.298,24.727,-89.571
2025-04-11,2025年4月第2週,東証スタンダード,事業法人,金額,13507.931,19833.554,6325.623
2025-04-11,2025年4月第2週,東証スタンダード,信託銀行,金額,6183.483,4237.161,-1946.322
2025-04-11,2025年4月第2週,東証スタンダード,個人,金額,280095.884,259537.863,-20558.021
2025-04-11,2025年4月第2週,東証スタンダード,委託計,金額,665256.88,662777.082,-2479.798
2025-04-11,2025年4月第2週,東証スタンダード,投資信託,金額,3848.485,5114.846,1266.361
2025-04-11,2025年4月第2週,東証スタンダード,法人,金額,25746.542,31295.15,5548.608
2025-04-11,2025年4月第2週,東証スタンダード,海外投資家,金額,355557.809,368167.9,12610.091
2025-04-11,2025年4月第2週,東証スタンダード,生保・損保,金額,440.102,196.646,-243.456
2025-04-11,2025年4月第2週,東証スタンダード,総計,金額,703774.201,705605.527,1831.326
2025-04-11,2025年4月第2週,東証スタンダード,自己計,金額,38517.321,42828.445,4311.124
2025-04-11,2025年4月第2週,東証スタンダード,証券会社,金額,3856.645,3776.169,-80.476
2025-04-11,2025年4月第2週,東証スタンダード,都銀・地銀等,金額,921.172,39.875,-881.297
2025-04-11,2025年4月第2週,東証スタンダード,金融機関,金額,7659.055,4498.409,-3160.646
2025-04-11,2025年4月第2週,東証プライム,その他法人等,金額,35377.756,43960.163,8582.407
2025-04-11,2025年4月第2週,東証プライム,その他金融機関,金額,25676.77,32689.142,7012.372
2025-04-11,2025年4月第2週,東証プライム,事業法人,金額,209618.877,567949.509,358330.632
2025-04-11,2025年4月第2週,東証プライム,信託銀行,金額,521188.025,695386.224,174198.199
2025-04-11,2025年4月第2週,東証プライム,個人,金額,6487056.688,6404798.207,-82258.481
2025-04-11,2025年4月第2週,東証プライム,委託計,金額,28576558.275,29231036.068,654477.793
2025-04-11,2025年4月第2週,東証プライム,投資信託,金額,377905.368,443612.93,65707.562
2025-04-11,2025年4月第2週,東証プライム,法人,金額,1262952.284,1845773.678,582821.394
2025-04-11,2025年4月第2週,東証プライム,海外投資家,金額,20720408.901,20853101.689,132692.788
2025-04-11,2025年4月第2週,東証プライム,生保・損保,金額,62464.578,47869.51,-14595.068
2025-04-11,2025年4月第2週,東証プライム,総計,金額,32564040.318,32542329.336,-21710.982
2025-04-11,2025年4月第2週,東証プライム,自己計,金額,3987482.043,3311293.268,-676188.775
2025-04-11,2025年4月第2週,東証プライム,証券会社,金額,106140.402,127362.494,21222.092
2025-04-11,2025年4月第2週,東証プライム,都銀・地銀等,金額,30720.91,14306.2,-16414.71
2025-04-11,2025年4月第2週,東証プライム,金融機関,金額,640050.283,790251.076,150200.793
2025-04-18,2025年4月第3週,二市場,その他法人等,金額,33069.388,32850.796,-218.592
2025-04-18,2025年4月第3週,二市場,その他金融機関,金額,15223.569,20097.843,4874.274
2025-04-18,2025年4月第3週,二市場,事業法人,金額,182400.356,367351.3,184950.944
2025-04-18,2025年4月第3週,二市場,信託銀行,金額,299872.27,391848.483,91976.213
2025-04-18,2025年4月第3週,二市場,個人,金額,5934045.836,5703510.339,-230535.497
2025-04-18,2025年4月第3週,二市場,委託計,金額,19940666.086,20172950.698,232284.612
2025-04-18,2025年4月第3週,二市場,投資信託,金額,317924.541,389342.369,71417.828
2025-04-18,2025年4月第3週,二市場,法人,金額,901561.848,1218161.449,316599.601
2025-04-18,2025年4月第3週,二市場,海外投資家,金額,13019674.519,13170053.857,150379.338
2025-04-18,2025年4月第3週,二市場,生保・損保,金額,23727.387,9065.919,-14661.468
2025-04-18,2025年4月第3週,二市場,総計,金額,21788339.472,21791545.572,3206.1
2025-04-18,2025年4月第3週,二市場,自己計,金額,1847673.386,1618594.874,-229078.512
2025-04-18,2025年4月第3週,二市場,証券会社,金額,85383.883,81225.053,-4158.83
2025-04-18,2025年4月第3週,二市場,都銀・地銀等,金額,29344.337,7604.739,-21739.598
2025-04-18,2025年4月第3週,二市場,金融機関,金額,368167.563,428616.984,60449.421
2025-04-18,2025年4月第3週,東証グロース,その他法人等,金額,2312.171,1630.824,-681.347
2025-04-18,2025年4月第3週,東証グロース,その他金融機関,金額,71.74,67.5,-4.24
2025-04-18,2025年4月第3週,東証グロース,事業法人,金額,8817.26,9093.599,276.339
2025-04-18,2025年4月第3週,東証グロース,信託銀行,金額,3079.574,2727.218,-352.356
